Region,Year,Unemployment_Rate,City_Map
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2016,16.233333333333334,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2017,17.541666666666668,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2018,16.366666666666667,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2019,14.033333333333333,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2020,16.2,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2021,15.691666666666668,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2022,15.016666666666666,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2023,12.758333333333333,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2024,11.366666666666667,West Coast-Northern Peninsula-Labrador
"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2025,10.174999999999999,West Coast-Northern Peninsula-Labrador
"Windsor-Sarnia, Ontario",2015,8.508333333333333,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2016,6.691666666666666,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2017,6.3,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2018,5.6000000000000005,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2019,6.016666666666667,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2020,11.391666666666666,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2021,8.958333333333334,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2022,6.558333333333334,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2023,6.233333333333333,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2024,7.583333333333333,Windsor-Sarnia
"Windsor-Sarnia, Ontario",2025,9.016666666666667,Windsor-Sarnia
"Winnipeg, Manitoba",2015,6.233333333333333,Winnipeg
"Winnipeg, Manitoba",2016,6.666666666666667,Winnipeg
"Winnipeg, Manitoba",2017,5.983333333333333,Winnipeg
"Winnipeg, Manitoba",2018,6.608333333333333,Winnipeg
"Winnipeg, Manitoba",2019,5.6000000000000005,Winnipeg
"Winnipeg, Manitoba",2020,8.958333333333334,Winnipeg
"Winnipeg, Manitoba",2021,7.2749999999999995,Winnipeg
"Winnipeg, Manitoba",2022,4.766666666666667,Winnipeg
"Winnipeg, Manitoba",2023,5.133333333333334,Winnipeg
"Winnipeg, Manitoba",2024,5.55,Winnipeg
"Winnipeg, Manitoba",2025,6.25,Winnipeg
"Wood Buffalo-Cold Lake, Alberta 6",2015,7.866666666666667,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2016,9.558333333333334,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2017,8.066666666666666,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2018,6.091666666666666,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2019,5.591666666666666,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2020,9.008333333333335,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2021,7.3,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2022,5.958333333333333,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2023,4.925,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2024,5.808333333333334,Wood Buffalo-Cold Lake
"Wood Buffalo-Cold Lake, Alberta 6",2025,6.391666666666667,Wood Buffalo-Cold Lake
"Yorkton-Melville, Saskatchewan",2015,4.358333333333333,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2016,6.925,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2017,5.4750000000000005,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2018,6.416666666666667,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2019,4.241666666666666,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2020,6.5249999999999995,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2021,4.783333333333333,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2022,3.891666666666667,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2023,4.508333333333334,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2024,5.133333333333334,Yorkton-Melville
"Yorkton-Melville, Saskatchewan",2025,3.641666666666667,Yorkton-Melville
